,Club,ID,Nationality,Overall,Potential,Special,Value,Wage,name
3579,Real Sporting de Gijón,225121,Spain,72,78,1744,4300000.0,8000.0,Castro
3580,Kayserispor,205410,Chile,72,73,1952,3500000.0,11000.0,G. Espinoza
3581,CD Antofagasta,160098,Chile,72,72,1922,2400000.0,4000.0,R. Labral
3582,Boavista FC,203619,Portugal,72,72,1553,2300000.0,6000.0,Nuno Henrique
3583,Excelsior,203875,Netherlands,72,75,1560,3300000.0,7000.0,J. Mattheij
3584,Tigres U.A.N.L.,186979,Mexico,72,72,1924,2600000.0,35000.0,I. Jiménez
3585,Real Oviedo,211556,Spain,72,75,1603,3200000.0,7000.0,Carlos Hernández
3586,Universidad de Chile,160100,Chile,72,72,1834,1300000.0,9000.0,A. Pandaña
3587,Tigres U.A.N.L.,167524,Mexico,72,72,1904,2400000.0,37000.0,J. Torres Nilo
3588,Stade de Reims,199781,France,72,73,1776,2900000.0,7000.0,R. Métanire
3589,Atalanta,210533,Brazil,72,78,1949,4200000.0,16000.0,João Schmidt
3590,Real Sporting de Gijón,211557,Italy,72,79,1476,3700000.0,7000.0,F. Barba
3591,,214373,Paraguay,72,72,1138,0.0,0.0,A. Silva
3592,SpVgg Greuther Fürth,199526,Hungary,72,74,1121,2500000.0,7000.0,B. Megyeri
3593,Terek Grozny,203622,Russia,72,72,1154,1900000.0,17000.0,E. Gorodov
3594,Brighton & Hove Albion,177766,Cameroon,72,72,1818,2400000.0,30000.0,G. Bong
3595,Leicester City,52326,Switzerland,72,72,1168,1800000.0,30000.0,E. Jakupović
3596,San Martín de San Juan,184422,Argentina,72,72,971,725000.0,4000.0,L. Ardente
3597,Derby County,139368,England,72,72,1606,1300000.0,33000.0,J. Shackell
3598,Asociacion Deportivo Cali,214376,Colombia,72,75,1688,3200000.0,3000.0,D. Andrade
3599,Cardiff City,172904,England,72,72,1840,3100000.0,21000.0,L. Tomlin
3600,RB Leipzig,201066,Germany,72,72,2002,3100000.0,38000.0,D. Kaiser
3601,Universidad de Chile,160106,Chile,72,72,1809,3000000.0,10000.0,I. Parraz
3602,FC Ufa,227690,Russia,72,73,1968,2900000.0,18000.0,D. Stotskiy
3603,Wisła Kraków,223339,Portugal,72,72,1771,3400000.0,10000.0,Zé Manuel
3604,Hammarby IF,192363,Denmark,72,74,1664,3100000.0,4000.0,M. Fenger
3605,New York Red Bulls,179820,United States,72,72,1110,1600000.0,5000.0,L. Robles
3606,Osmanlıspor,178029,Turkey,72,72,1916,2900000.0,13000.0,O. Hurmacı
3607,Aberdeen,200302,Scotland,72,74,1903,3200000.0,6000.0,G. Shinnie
3608,Queens Park Rangers,164462,England,72,72,1718,2300000.0,19000.0,N. Onuoha
3609,Cardiff City,188270,Gabon,72,72,1519,2500000.0,20000.0,B. Ecuélé Manga
3610,Birmingham City,188782,England,72,72,1562,2400000.0,20000.0,M. Morrison
3611,CD Tenerife,146288,Spain,72,72,1926,1300000.0,6000.0,Vitolo
3612,Atletico Nacional Medellin,214384,Colombia,72,81,1535,4200000.0,4000.0,F. Aguilar
3613,RSC Anderlecht,203633,Belgium,72,76,1867,4099999.9999999995,32000.0,M. Bruno
3614,FC Paços de Ferreira,215665,Portugal,72,73,1864,3000000.0,8000.0,Filipe Ferreira
3615,Sociedade Esportiva Palmeiras,230257,Brazil,72,72,1952,1900000.0,23000.0,Clayton Fildeiras
3616,CD Once Caldas Manizales,168561,Colombia,72,72,1901,975000.0,1000.0,E. Soto
3617,Reading,170353,France,72,72,1896,1400000.0,20000.0,Y. Kermorgant
3618,Lech Poznań,179569,Poland,72,72,1889,2900000.0,8000.0,R. Majewski
3619,CA Osasuna,189553,Spain,72,72,1813,2500000.0,8000.0,Lillo
3620,Crystal Palace,191089,England,72,76,1732,4099999.9999999995,33000.0,C. Wickham
3621,Al Nassr,200818,Brazil,72,73,1528,3000000.0,24000.0,Bruno Uvini
3622,Eintracht Frankfurt,220018,Croatia,72,77,1839,4200000.0,32000.0,A. Rebić
3623,New England Revolution,182130,Hungary,72,72,1820,3200000.0,7000.0,K. Németh
3624,Montpellier Hérault SC,225139,South Africa,72,76,1756,4099999.9999999995,16000.0,K. Dolly
3625,FC Dallas,163187,Belgium,72,72,1953,3000000.0,7000.0,R. Lamah
3626,Botafogo de Futebol e Regatas,230259,Brazil,72,72,1824,1300000.0,12000.0,Juliano Mascarinhas
3627,Angers SCO,190579,France,72,72,1693,2500000.0,16000.0,Y. Andreu
3628,Kawasaki Frontale,211060,Brazil,72,72,1873,2600000.0,6000.0,Elsinho
3629,Santos Futebol Clube,230516,Brazil,72,72,1538,3100000.0,15000.0,Paulao Junqueiras
3630,FC Basel,229237,Switzerland,72,83,1566,4700000.0,17000.0,M. Akanji
3631,Monarcas Morelia,204406,Ecuador,72,72,1450,1800000.0,8000.0,G. Achilier
3632,Nîmes Olympique,205686,France,72,75,1916,3800000.0,4000.0,T. Savanier
3633,UD Almería,142454,Spain,72,72,1937,2300000.0,15000.0,Verza
3634,Montpellier Hérault SC,226166,France,72,83,1787,4500000.0,9000.0,N. Mukiele
3635,Lazio,183414,Italy,72,72,1911,3000000.0,31000.0,D. Di Gennaro
3636,Middlesbrough,193910,England,72,74,1856,3700000.0,13000.0,A. Forshaw
3637,Rosario Central,215159,Uruguay,72,72,1904,2700000.0,12000.0,W. Camacho
3638,KRC Genk,156535,Belgium,72,72,1856,1000000.0,9000.0,T. Buffel
3639,CA Osasuna,164471,Spain,72,72,1684,2800000.0,9000.0,Xisco
3640,Wolverhampton Wanderers,193143,Portugal,72,75,1595,3200000.0,31000.0,Roderick Miranda
3641,Tigres U.A.N.L.,214136,Colombia,72,76,1579,3400000.0,34000.0,F. Meza
3642,Terek Grozny,224376,Brazil,72,79,1505,3700000.0,18000.0,Philipe Sampaio
3643,FC Paços de Ferreira,229496,Portugal,72,73,1573,2900000.0,8000.0,Marco Baixinho
3644,Deportes Tolima,214393,Colombia,72,73,1838,2900000.0,1000.0,D. Banguero
3645,Club América,228729,Paraguay,72,77,1658,3500000.0,27000.0,B. Valdez
3646,Cruzeiro,230521,Brazil,72,72,1727,3100000.0,23000.0,Nilsito Vilela
3647,FC Anzhi Makhachkala,199290,Russia,72,73,1783,3700000.0,16000.0,A. Khubulov
3648,Virtus Entella,106874,Italy,72,72,1871,2400000.0,20000.0,D. Brivio
3649,FC Ingolstadt 04,202107,United States,72,73,1937,3500000.0,17000.0,A. Morales
3650,CD Tenerife,208251,Italy,72,76,1725,4099999.9999999995,39000.0,S. Longo
3651,,218747,Chile,72,73,1806,0.0,0.0,C. Pinares
3652,RB Leipzig,222331,Germany,72,84,1709,4900000.0,25000.0,L. Klostermann
3653,Audax Italiano,160123,Chile,72,72,1789,3000000.0,5000.0,B. Dunavante
3654,1. FC Union Berlin,173179,Spain,72,72,1589,2100000.0,20000.0,Torrejón
3655,Real Betis Balompié,221564,Spain,72,81,1705,4800000.0,16000.0,N. Leiva
3656,,221820,China PR,72,74,1835,0.0,0.0,Zhang Xizhe
3657,São Paulo Futebol Clube,230525,Brazil,72,72,1089,2100000.0,16000.0,João Bruiñeira
3658,İstanbul Başakşehir FK,177533,Morocco,72,72,1609,2100000.0,16000.0,Manuel da Costa
3659,Vegalta Sendai,224126,Brazil,72,76,1769,4099999.9999999995,9000.0,Crislan
3660,Amiens SC Football,234622,France,72,78,1842,3600000.0,11000.0,G. Fofana
3661,Toulouse FC,211327,Uruguay,72,72,1197,2100000.0,16000.0,M. Goicoechea
3662,Aston Villa,222079,England,72,86,1727,7000000.0,39000.0,J. Onomah
3663,FC Groningen,177279,Norway,72,72,1965,3000000.0,10000.0,R. Jenssen
3664,Querétaro,221312,Colombia,72,79,1638,3700000.0,7000.0,A. Pérez
3665,Shimizu S-Pulse,181120,Korea DPR,72,72,1850,2000000.0,4000.0,Chong Te Se
3666,Beşiktaş JK,200065,Turkey,72,79,1607,3700000.0,28000.0,A. Nukan
3667,Hull City,202113,England,72,79,1917,3700000.0,7000.0,M. Odubajo
3668,Alianza Petrolera,221313,Colombia,72,78,1739,4300000.0,1000.0,E. Arango
3669,Club de Deportes Temuco,160129,Chile,72,72,1772,1900000.0,3000.0,R. Casirón
3670,Banfield,177537,Argentina,72,72,1806,2700000.0,15000.0,N. Bertolo
3671,FC St. Gallen,190593,Serbia,72,74,1897,3800000.0,12000.0,D. Aleksić
3672,Kasimpaşa SK,228738,Venezuela,72,81,1711,4800000.0,8000.0,J. Murillo
3673,FC Nantes,223875,Morocco,72,75,1868,4000000.0,17000.0,Y. Bammou
3674,CD Palestino,160131,Chile,72,72,1729,1900000.0,4000.0,F. Lecarnado
3675,Panathinaikos FC,208260,Greece,72,77,1817,3500000.0,1000.0,D. Kourmpelis
3676,Sunderland,190852,England,72,73,1680,3700000.0,8000.0,C. McManaman
3677,Estoril Praia,3974,Portugal,72,72,1206,725000.0,4000.0,Moreira
3678,Clube Atlético Paranaense,230278,Brazil,72,72,1833,3400000.0,11000.0,Carleto Costinha
3679,Antalyaspor,188038,Czech Republic,72,72,1883,2500000.0,13000.0,O. Čelůstka
3680,Terek Grozny,135303,Brazil,72,72,1833,950000.0,21000.0,Rodolfo
3681,Club Atlético Huracán,158088,Argentina,72,72,1869,1200000.0,9000.0,P. Álvarez
3682,Sheffield Wednesday,179592,Scotland,72,72,1929,2700000.0,36000.0,G. Boyd
3683,Göztepe,200073,Serbia,72,74,1817,3000000.0,11000.0,M. Kosanović
3684,Norwich City,163209,Scotland,72,72,1944,2900000.0,25000.0,S. Naismith
3685,Sociedade Esportiva Palmeiras,230281,Brazil,72,72,1825,3400000.0,22000.0,Mauro Riboas
3686,Terek Grozny,199563,Albania,72,75,1595,3900000.0,25000.0,B. Balaj
3687,Rayo Vallecano,210315,Spain,72,78,1704,4300000.0,75000.0,De Tomás
3688,KV Mechelen,191627,Belgium,72,77,1876,4099999.9999999995,10000.0,M. Rits
3689,Atalanta,208268,Italy,72,82,1794,4900000.0,8000.0,B. Cristante
3690,Sparta Praha,167308,Czech Republic,72,72,1908,1800000.0,1000.0,M. Kadlec
3691,CS Marítimo,194956,Portugal,72,72,1868,2900000.0,8000.0,Edgar Costa
3692,Borussia Mönchengladbach,229261,Switzerland,72,86,1830,7000000.0,18000.0,D. Zakaria
3693,Independiente Santa Fe,214158,Colombia,72,78,1753,3600000.0,3000.0,Y. Gordillo
3694,FC Paços de Ferreira,224655,Brazil,72,72,1102,1600000.0,6000.0,Rafael Defendi
3695,Central Coast Mariners,178319,Netherlands,72,72,1842,2300000.0,3000.0,W. Brama
3696,FC Rostov,211088,Russia,72,78,1874,4200000.0,20000.0,P. Mogilevets
3697,Evkur Yeni Malatyaspor,225680,Ecuador,72,74,1570,3100000.0,10000.0,A. Mina
3698,Salernitana,198033,Portugal,72,73,1821,3700000.0,5000.0,Alex
3699,FC Metz,219793,France,72,82,1069,3900000.0,6000.0,T. Didillon
3700,Sport Club do Recife,230289,Brazil,72,72,1938,2000000.0,14000.0,Santi da Bruma
3701,Guadalajara,199570,Mexico,72,72,1908,2600000.0,32000.0,J. Sánchez
3702,Hertha BSC Berlin,212626,Germany,72,82,1694,5000000.0,18000.0,D. Selke
3703,LOSC Lille,215698,France,72,80,1161,3500000.0,14000.0,M. Maignan
3704,AS Nancy Lorraine,41874,France,72,72,1922,425000.0,4000.0,B. Pedretti
3705,Oxford United,183442,England,72,72,1843,3100000.0,9000.0,J. Henry
3706,Sport Club do Recife,230291,Brazil,72,72,1744,3400000.0,13000.0,Thiago Alminxa
3707,Rio Ave FC,190356,Portugal,72,72,1779,3000000.0,8000.0,Guedes
3708,Wolverhampton Wanderers,193172,England,72,75,1946,3900000.0,32000.0,B. Marshall
3709,FC St. Pauli,201877,Norway,72,77,1604,4200000.0,15000.0,M. Møller Dæhli
3710,Rosario Central,214933,Argentina,72,74,1245,2600000.0,10000.0,D. Rodríguez
3711,SL Benfica,193429,Brazil,72,72,1948,2600000.0,71000.0,Douglas
3712,RC Deportivo de La Coruña,208790,Belgium,72,79,1705,4400000.0,16000.0,Z. Bakkali
3713,Shakhtar Donetsk,229526,Ukraine,72,78,1923,3600000.0,1000.0,M. Malyshev
3714,Girondins de Bordeaux,229782,Serbia,72,78,1848,3600000.0,19000.0,M. Gajić
3715,La Equidad,190614,Colombia,72,72,1715,1400000.0,2000.0,D. Álvarez
3716,Sampdoria,193686,Italy,72,73,1689,3000000.0,21000.0,V. Regini
3717,Real Valladolid,199575,Spain,72,74,1205,2600000.0,6000.0,Jordi Masip
3718,FC Krasnodar,205207,Ecuador,72,80,1816,3900000.0,21000.0,C. Ramírez
3719,Kayserispor,170903,Cameroon,72,72,1909,2100000.0,10000.0,L. N'Guemo
3720,Getafe CF,186519,Spain,72,74,1792,3000000.0,15000.0,Juan Cala
3721,Cruzeiro,230296,Brazil,72,72,1762,3400000.0,21000.0,Cristian Lodeira
3722,Avellino,172696,Italy,72,72,1653,3000000.0,4000.0,M. Ardemagni
3723,Celtic,198553,Costa Rica,72,72,1941,2600000.0,32000.0,C. Gamboa
3724,Eintracht Braunschweig,202905,Sweden,72,76,1748,4099999.9999999995,17000.0,C. Nyman
3725,Watford,172953,Jamaica,72,72,1706,2200000.0,32000.0,A. Mariappa
3726,Antalyaspor,189849,Morocco,72,72,1840,3200000.0,15000.0,M. El Kabir
3727,Göztepe,193177,Ivory Coast,72,72,1895,2600000.0,12000.0,A. Traoré
3728,LA Galaxy,137114,France,72,72,1426,1300000.0,6000.0,M. Ciani
3729,Malmö FF,205210,Sweden,72,75,1876,3300000.0,4000.0,O. Lewicki
3730,CD Universidad de Concepción,160154,Chile,72,72,1538,3100000.0,5000.0,J. Darenova
3731,SM Caen,230042,Morocco,72,82,1872,5000000.0,17000.0,Y. Ait Bennasser
3732,Santos Futebol Clube,230298,Brazil,72,72,1800,3400000.0,14000.0,Walter Silvieiro
3733,Brentford,184218,Denmark,72,72,1823,3000000.0,32000.0,L. Vibe
3734,KV Oostende,193690,Montenegro,72,72,1868,2600000.0,11000.0,Z. Tomašević
3735,FC Metz,211099,Senegal,72,78,1789,4300000.0,10000.0,O. Nguette
3736,Necaxa,227227,Mexico,72,77,1762,4200000.0,9000.0,D. Álvarez
3737,Bari,220061,Slovakia,72,75,1334,3300000.0,29000.0,N. Gyömbér
3738,Crystal Palace,179613,Mali,72,72,1900,3000000.0,36000.0,B. Sako
3739,Omiya Ardija,193693,Brazil,72,72,1906,2500000.0,4000.0,Cauê
3740,Cracovia,198046,Poland,72,76,1880,3400000.0,5000.0,D. Dąbrowski
3741,Rubin Kazan,200094,Russia,72,79,1959,3700000.0,23000.0,M. Ozdoev
3742,Levante UD,206238,Spain,72,79,1901,3700000.0,13000.0,Iván López
3743,Girona CF,221342,Spain,72,85,1842,5000000.0,31000.0,Pablo Maffeo
3744,CPD Junior Barranquilla,225182,Colombia,72,82,1803,5000000.0,3000.0,J. Barrera
3745,Colo-Colo,160158,Chile,72,72,1727,3100000.0,7000.0,M. Rocental
3746,CS Marítimo,227230,Brazil,72,75,2004,3800000.0,7000.0,Eber Bessa
3747,Santos Futebol Clube,230302,Brazil,72,72,1748,3400000.0,14000.0,Josué da Feira
3748,Bristol City,183454,Italy,72,72,1833,2200000.0,27000.0,E. Pisano
3749,Rangers,193182,England,72,77,1162,2900000.0,26000.0,W. Foderingham
3750,Bologna,215455,Croatia,72,80,1692,4600000.0,31000.0,B. Petković
3751,Burnley,152991,England,72,72,1995,1800000.0,35000.0,D. Marney
3752,Sheffield Wednesday,199840,Portugal,72,72,1805,3100000.0,41000.0,Marco Matias
3753,,189600,Czech Republic,72,73,1901,0.0,0.0,J. Hušbauer
3754,Sheffield Wednesday,164769,Scotland,72,72,1724,3000000.0,40000.0,S. Fletcher
3755,En Avant de Guingamp,192673,Senegal,72,72,1795,2100000.0,15000.0,M. Diallo
3756,SpVgg Greuther Fürth,212130,Croatia,72,72,1551,2500000.0,7000.0,M. Maloča
3757,CD Antofagasta,160162,Chile,72,72,1086,2100000.0,3000.0,F. Barridos
3758,Cremonese,163490,Italy,72,72,1620,1800000.0,17000.0,M. Canini
3759,SV Zulte-Waregem,177571,Belgium,72,72,1680,2300000.0,11000.0,T. Derijck
3760,Bari,137380,Italy,72,72,1915,1200000.0,4000.0,M. Cassani
3761,Gamba Osaka,140196,Japan,72,72,1974,425000.0,6000.0,Y. Endo
3762,Club Atlético Huracán,142756,Argentina,72,72,1895,1400000.0,8000.0,P. Toranzo
3763,FC Dallas,221860,Ecuador,72,79,1803,3700000.0,5000.0,C. Gruezo
3764,Eintracht Frankfurt,230564,Serbia,72,79,1911,4300000.0,17000.0,M. Gaćinović
3765,PAOK Thessaloniki,202149,Albania,72,75,1972,3900000.0,1000.0,E. Kaçe
3766,Amiens SC Football,214949,DR Congo,72,80,1884,4600000.0,12000.0,H. Manzala
3767,Udinese,224933,Italy,72,76,1666,4099999.9999999995,18000.0,K. Lasagna
3768,Dinamo Moscow,209063,Sweden,72,75,1582,3300000.0,20000.0,S. Holmén
3769,Kayserispor,183975,Cameroon,72,72,1591,2600000.0,10000.0,J. Kana-Biyik
3770,Girondins de Bordeaux,194727,Germany,72,73,1844,2900000.0,25000.0,D. Contento
3771,VfL Bochum,182440,Australia,72,72,1815,3100000.0,14000.0,R. Kruse
3772,Chicago Fire Soccer Club,200105,Netherlands,72,74,1720,3100000.0,6000.0,J. Kappelhof
3773,CD Tenerife,199594,Spain,72,72,1844,2900000.0,7000.0,Paco Montañés
3774,Unión de Santa Fe,142762,Argentina,72,72,1568,1800000.0,9000.0,J. Bottinelli
3775,Al Hilal,210602,Saudi Arabia,72,72,1848,3400000.0,25000.0,S. Al Dawsari
3776,Boavista FC,183722,Brazil,72,72,1210,1900000.0,7000.0,Vagner
3777,FC Utrecht,193706,Bosnia Herzegovina,72,75,1636,3300000.0,8000.0,D. Dumić
3778,CF Os Belenenses,209323,Brazil,72,78,1677,4300000.0,6000.0,Maurides
3779,Cesena,169387,Italy,72,72,1988,1800000.0,3000.0,E. Cascione
3780,Derby County,184747,Scotland,72,72,1801,3200000.0,41000.0,C. Martin
3781,Kasimpaşa SK,207788,Tunisia,72,73,1606,2800000.0,11000.0,S. Ben Youssef
3782,Defensa y Justicia,222124,Argentina,72,72,1830,2900000.0,10000.0,H. Fredes
3783,AS Monaco,234924,France,72,82,1665,5000000.0,19000.0,A. Diakhaby
3784,Fiorentina,201389,Italy,72,77,1901,3500000.0,3000.0,C. Biraghi
3785,UD Las Palmas,202413,Spain,72,73,1854,3600000.0,14000.0,Hernán
3786,Kardemir Karabükspor,205998,Gabon,72,76,1944,4000000.0,10000.0,A. Biyogo Poko
3787,AD Alcorcón,111022,Spain,72,72,1537,425000.0,6000.0,David Navarro
3788,Juventus,217007,Senegal,72,76,1754,4099999.9999999995,54000.0,M. Thiam
3789,Olympique de Marseille,209329,Brazil,72,78,1628,3600000.0,15000.0,Dória
3790,Athletic Club de Bilbao,213937,Spain,72,78,1875,4300000.0,14000.0,Aketxe
3791,RB Leipzig,225713,France,72,80,1650,4700000.0,32000.0,J. Augustin
3792,Toronto FC,164529,United States,72,72,1739,1300000.0,6000.0,D. Moor
3793,En Avant de Guingamp,234930,Portugal,72,80,1864,3900000.0,13000.0,Pedro Rebocho
3794,Cádiz C.F.,210868,Spain,72,72,1917,2400000.0,7000.0,José Mari
3795,FC Augsburg,183220,Czech Republic,72,73,1891,3500000.0,17000.0,J. Morávek
3796,Rubin Kazan,201141,Russia,72,74,1701,3000000.0,26000.0,T. Burlak
3797,,207797,Cameroon,72,76,1511,0.0,0.0,Y. Banana
3798,Fulham,208309,Belgium,72,78,1892,3600000.0,23000.0,I. Cissé
3799,Granada CF,212405,Spain,72,73,1761,2800000.0,8000.0,Alberto Martín
3800,Necaxa,214965,Argentina,72,72,1722,3200000.0,12000.0,C. Riaño
3801,FC Schalke 04,226229,Germany,72,84,1770,4900000.0,17000.0,T. Kehrer
3802,FC Utrecht,203446,Morocco,72,74,1903,3700000.0,9000.0,A. Kali
3803,Leeds United,206006,FYR Macedonia,72,74,1930,3800000.0,25000.0,E. Alioski
3804,Independiente,208054,Argentina,72,75,1754,3900000.0,16000.0,L. Fernández
3805,SC Freiburg,209846,Germany,72,75,1846,3300000.0,14000.0,C. Günter
3806,Rayo Vallecano,222390,Spain,72,82,1941,5000000.0,13000.0,Unai López
3807,AS Nancy Lorraine,184502,France,72,72,1860,2400000.0,6000.0,J. Cétout
3808,FC Krasnodar,210872,Brazil,72,80,1690,4600000.0,24000.0,Wanderson
3809,Jeju United FC,212408,Guinea Bissau,72,72,1709,3200000.0,6000.0,F. Mendy
3810,OGC Nice,201145,France,72,72,1797,3300000.0,23000.0,M. Le Bihan
3811,FC Ingolstadt 04,232377,Japan,72,79,1648,4400000.0,14000.0,T. Sekine
3812,Rubin Kazan,179897,Iceland,72,72,1651,2100000.0,27000.0,R. Sigurðsson
3813,Kardemir Karabükspor,180409,Turkey,72,72,1764,2400000.0,11000.0,C. Gülselam
3814,Excelsior,224186,Netherlands,72,77,1627,3500000.0,9000.0,J. de Wijs
3815,Independiente Santa Fe,226747,Colombia,72,75,1724,3300000.0,3000.0,B. Perlaza
3816,Leeds United,192955,Poland,72,73,1879,3500000.0,24000.0,M. Klich
3817,SC Freiburg,193211,Serbia,72,74,1871,3100000.0,16000.0,A. Ignjovski
3818,Club Atlas,191164,Ecuador,72,73,1886,3600000.0,17000.0,F. Martínez
3819,BSC Young Boys,193468,Switzerland,72,76,1827,3300000.0,14000.0,L. Benito
3820,Panathinaikos FC,201917,Mali,72,76,1877,3300000.0,1000.0,Y. Sylla
3821,Burnley,163261,Scotland,72,72,1862,1700000.0,32000.0,P. Bardsley
3822,Grêmio Foot-Ball Porto Alegrense,230333,Brazil,72,72,1723,1200000.0,15000.0,Jonas Damasto
3823,Burnley,202686,Bermuda,72,73,1883,3600000.0,38000.0,N. Wells
3824,,140222,Paraguay,72,72,1705,0.0,0.0,P. Da Silva
3825,Cruz Azul,214718,Chile,72,79,1821,4400000.0,20000.0,M. Rodríguez
3826,Sunderland,198335,Costa Rica,72,72,1969,2600000.0,8000.0,B. Oviedo
3827,Independiente Santa Fe,214463,Colombia,72,72,1873,3000000.0,4000.0,W. Morelo
3828,CPD Junior Barranquilla,214208,Colombia,72,78,1820,3600000.0,3000.0,L. Pico
3829,Tottenham Hotspur,222400,England,72,84,1838,5500000.0,39000.0,H. Winks
3830,Sunderland,213697,Northern Ireland,72,81,1781,4200000.0,7000.0,P. McNair
3831,Independiente Santa Fe,221121,Colombia,72,81,1811,4900000.0,4000.0,D. Rodríguez
3832,Curicó Unido,159937,Chile,72,72,1674,1300000.0,3000.0,M. Fierro
3833,Club América,204738,Ecuador,72,73,1881,3700000.0,35000.0,R. Ibarra
3834,D.C. United,221634,Argentina,72,75,1818,3900000.0,6000.0,L. Acosta
3835,Osmanlıspor,183746,Bosnia Herzegovina,72,72,1923,2000000.0,12000.0,A. Vršajevič
3836,Panathinaikos FC,190658,Mali,72,72,1755,2600000.0,1000.0,O. Coulibaly
3837,SC Freiburg,216003,Poland,72,83,1812,5500000.0,32000.0,B. Kapustka
3838,Deportes Iquique,160195,Chile,72,72,1772,3100000.0,4000.0,M. Lobaño
3839,SM Caen,190659,France,72,72,1774,3300000.0,17000.0,H. Bazile
3840,Terek Grozny,195011,Russia,72,72,1818,2400000.0,22000.0,R. Utsiev
3841,Associação Chapecoense de Futebol,230341,Brazil,72,72,1767,1200000.0,11000.0,Joshuando Sá
3842,Puebla,156358,Mexico,72,72,1118,210000.0,17000.0,M. Muñoz
3843,Göztepe,184518,Turkey,72,72,1751,3300000.0,14000.0,O. Şişmanoğlu
3844,FC Augsburg,193222,Germany,72,74,1139,2500000.0,13000.0,F. Giefer
3845,Guadalajara,214727,Mexico,72,77,1826,4200000.0,33000.0,A. Zaldívar
3846,Crotone,219591,Czech Republic,72,80,1464,3900000.0,41000.0,S. Šimić
3847,CD O'Higgins,159943,Chile,72,72,1623,2800000.0,5000.0,A. Escavar
3848,Arsenal,228295,England,72,85,1654,5500000.0,40000.0,R. Holding
3849,Portland Timbers,236999,Costa Rica,72,73,1919,2900000.0,6000.0,D. Guzman
3850,Lobos de la BUAP,176583,Uruguay,72,72,1265,1800000.0,5000.0,L. Álvarez
3851,Bari,188871,Czech Republic,72,72,1621,3200000.0,5000.0,L. Kozák
3852,FC Barcelona B,219848,Spain,72,77,1713,3500000.0,13000.0,David Costas
3853,FC Schalke 04,221896,Kosovo,72,80,1738,4600000.0,19000.0,D. Avdijaj
3854,Fluminense Football Club,230344,Brazil,72,72,1887,2700000.0,22000.0,Jeff Meirson
3855,Dijon FCO,205257,Tunisia,72,74,1846,3800000.0,23000.0,N. Sliti
3856,Colo-Colo,160201,Chile,72,72,1889,2700000.0,5000.0,B. Caderado
3857,CD Aves,229321,Brazil,72,72,1755,3300000.0,10000.0,Amilton
3858,CF Reus Deportiu,204234,Spain,72,78,1078,3100000.0,4000.0,Edgar Badía
3859,Hull City,206538,England,72,78,1827,3600000.0,7000.0,K. Stewart
3860,Club Atlas,142794,Argentina,72,72,1745,950000.0,14000.0,F. Erpen
3861,SC Braga,217546,Portugal,72,72,1857,2600000.0,8000.0,Sequeira
3862,Palermo,224202,Bulgaria,72,78,1860,4200000.0,3000.0,I. Chochev
3863,SC Freiburg,190666,Germany,72,74,1701,3100000.0,16000.0,M. Gulde
3864,Dijon FCO,193226,France,72,76,1710,4099999.9999999995,14000.0,B. Jeannot
3865,Girondins de Bordeaux,222411,France,72,80,1206,3500000.0,14000.0,J. Prior
3866,Suwon Samsung Bluewings,227787,Korea Republic,72,76,1818,4000000.0,6000.0,Kim Jong Woo
3867,Hammarby IF,187339,Sweden,72,73,1847,3700000.0,5000.0,J. Hamad
3868,SK Brann,189899,Netherlands,72,73,1653,2800000.0,5000.0,V. Wormgoor
